theme,model,strategy,fold,title,year,label,score,latency_s,from_cache,error
testing,llama3.2:3b,few-shot-similar,1,Software component and the semantic Web: An in-depth content analysis and integration history,2017,0,6,8.31,False,
testing,llama3.2:3b,few-shot-similar,1,Modeling and automatic code generation for wireless sensor network applications using model-driven or business process a,2017,0,4,9.134,False,
testing,llama3.2:3b,few-shot-similar,1,H-Switch Cover: a new test criterion to generate test case from finite state machines,2017,0,6,7.884,False,
testing,llama3.2:3b,few-shot-similar,1,Software test maturity assessment and test process improvement: A multivocal literature review,2017,0,6,10.353,False,
testing,llama3.2:3b,few-shot-similar,1,Modeling and automatic code generation for wireless sensor network applications using model-driven or business process a,2017,0,4,10.12,False,
testing,llama3.2:3b,few-shot-similar,1,Analyzing the Use of Concept Maps in Computer Science: A Systematic Mapping Study,2017,0,6,8.694,False,
testing,llama3.2:3b,few-shot-similar,1,Knowledge Management Systems Based on Topic Maps Theory,2017,0,6,7.69,False,
testing,llama3.2:3b,few-shot-similar,1,H-Switch Cover: a new test criterion to generate test case from finite state machines,2017,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,1,Software test maturity assessment and test process improvement: A multivocal literature review,2017,0,6,7.428,False,
testing,llama3.2:3b,few-shot-similar,1,Information Technology Components and Their Role in Knowledge Management for Product Design,2017,0,6,7.992,False,
testing,llama3.2:3b,few-shot-similar,1,Principles and Good Practices for Using Wikis within Organizations,2017,0,6,7.834,False,
testing,llama3.2:3b,few-shot-similar,1,Implementing Modularization in Professional Services The Influence of Varied Knowledge Environments,2017,0,6,8.347,False,
testing,llama3.2:3b,few-shot-similar,1,"Tester Experience: Concept, Issues and Definition",2017,0,6,7.93,False,
testing,llama3.2:3b,few-shot-similar,1,How to test your concurrent software: an approach for the selection of testing techniques,2017,1,6,9.124,False,
testing,llama3.2:3b,few-shot-similar,1,Sistemas embebidos en red seguros,2017,0,4,7.947,False,
testing,llama3.2:3b,few-shot-similar,1,SERP-test: a taxonomy for supporting industry academia communication,2017,0,6,7.348,False,
testing,llama3.2:3b,few-shot-similar,1,Taxonomies in software engineering: A Systematic mapping study and a revised taxonomy development method,2017,0,6,8.347,False,
testing,llama3.2:3b,few-shot-similar,1,An Effort Estimation Taxonomy for Agile Software Development,2017,0,6,8.625,False,
testing,llama3.2:3b,few-shot-similar,1,Strategizing and Evaluating the Onboarding of Software Developers in Large-Scale Globally Distributed Legacy Projects,2017,0,6,11.364,False,
testing,llama3.2:3b,few-shot-similar,1,Characterizing testing methods for context-aware software systems: Results from a quasi-systematic literature review,2017,0,6,12.732,False,
testing,llama3.2:3b,few-shot-similar,1,Living in two different worlds: A comparison of industry and academic focus areas in software testing,2017,0,6,10.551,False,
testing,llama3.2:3b,few-shot-similar,1,A Label Taxonomy to Support Collaborative Formalization of Computer-interpretable Guidelines and Classification of Model,2017,0,6,7.0,False,
testing,llama3.2:3b,few-shot-similar,1,An Effort Estimation Taxonomy for Agile Software Development,2017,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,1,Taxonomies in software engineering: A Systematic mapping study and a revised taxonomy development method,2017,0,6,6.252,False,
testing,llama3.2:3b,few-shot-similar,1,SERP-test: a taxonomy for supporting industry-academia communication,2017,0,6,8.29,False,
testing,llama3.2:3b,few-shot-similar,1,Characterizing testing methods for context-aware software systems: Results from a quasi-systematic literature review,2017,0,6,7.673,False,
testing,llama3.2:3b,few-shot-similar,1,"Tester Experience: Concept, Issues and Definition",2017,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,1,Impact of Education and Experience Level on the Effectiveness of Exploratory Testing: An Industrial Case Study,2017,0,6,7.586,False,
testing,llama3.2:3b,few-shot-similar,1,Initial Investigations on the Influence of Requirement Smells on Test-Case Design,2017,0,6,8.721,False,
testing,llama3.2:3b,few-shot-similar,1,Can Pairwise Testing Perform Comparably to Manually Handcrafted Testing Carried Out by Industrial Engineers?,2017,0,6,7.892,False,
testing,llama3.2:3b,few-shot-similar,1,"Contributions for the structural testing of multithreaded programs: coverage criteria, testing tool, and experimental ev",2018,0,6,7.696,False,
testing,llama3.2:3b,few-shot-similar,1,"Contributions for the structural testing of multithreaded programs: coverage criteria, testing tool, and experimental ev",2018,0,6,8.063,False,
testing,llama3.2:3b,few-shot-similar,2,A method for recommending computer-security training for software developers,2016,0,6,6.927,False,
testing,llama3.2:3b,few-shot-similar,2,Automatic Change Recommendation of Models and Meta Models Based on Change Histories,2016,0,6,8.739,False,
testing,llama3.2:3b,few-shot-similar,2,Human Subject Evaluation of Computer-Security Training Recommender,2016,0,6,8.015,False,
testing,llama3.2:3b,few-shot-similar,2,System Testing of Repository-Style Software: An Experience Report,2016,0,6,8.493,False,
testing,llama3.2:3b,few-shot-similar,2,Knowledge Management in Software Development: A Literature Review,2016,0,6,7.874,False,
testing,llama3.2:3b,few-shot-similar,2,A review on verification and validation for embedded software,2016,0,6,8.151,False,
testing,llama3.2:3b,few-shot-similar,2,Rethinking Experiments in a Socio-Technical Perspective: The Case of Software Engineering,2016,0,6,8.245,False,
testing,llama3.2:3b,few-shot-similar,2,Software test process improvement approaches: A systematic literature review and an industrial case study,2016,0,6,8.579,False,
testing,llama3.2:3b,few-shot-similar,2,"Ontologies for Software Engineering: Past, Present and Future",2016,0,6,8.604,False,
testing,llama3.2:3b,few-shot-similar,2,"An investigation of clinical knowledge management practices at the Aga Khan University Hospital, Nairobi",2016,0,6,9.653,False,
testing,llama3.2:3b,few-shot-similar,2,Una aproximacion basada en metamodelado del area de proceso de Validacion del CMMI: Un caso de estudio,2016,0,6,6.622,False,
testing,llama3.2:3b,few-shot-similar,2,An approach based on metamodelling for the validation CMMI process area: a case study/Una aproximacion basada en metamod,2016,0,6,8.487,False,
testing,llama3.2:3b,few-shot-similar,2,Exploration of the relationship between tacit knowledge and software system test complexity,2016,1,6,8.632,False,
testing,llama3.2:3b,few-shot-similar,2,Semantic-Based Test Case Generation,2016,1,6,7.816,False,
testing,llama3.2:3b,few-shot-similar,2,A quality model for the evaluation of decision support systems based on a knowledge discovery from data process,2016,0,6,8.693,False,
testing,llama3.2:3b,few-shot-similar,2,A quality model for the evaluation of decision support systems based on a knowledge discovery from data process,2016,0,6,6.378,False,
testing,llama3.2:3b,few-shot-similar,2,Rethinking Experiments in a Socio-Technical Perspective: The Case of Software Engineering,2016,0,6,7.96,False,
testing,llama3.2:3b,few-shot-similar,2,System Testing of Repository-Style Software: An Experience Report,2016,0,6,5.515,False,
testing,llama3.2:3b,few-shot-similar,2,SEON: A Software Engineering Ontology Network,2016,0,6,7.165,False,
testing,llama3.2:3b,few-shot-similar,2,Towards Supporting International Standard-Based Software Engineering Approaches Using Semantic Web Technologies: A Syste,2016,0,6,7.259,False,
testing,llama3.2:3b,few-shot-similar,2,Canopus: A Domain-Specific Language for Modeling Performance Testing,2016,0,6,6.784,False,
testing,llama3.2:3b,few-shot-similar,2,Application of Inference Rules to a Software Requirements Ontology to Generate Software Test Cases,2016,0,6,7.291,False,
testing,llama3.2:3b,few-shot-similar,2,"Unificando conceitos de avaliacao de desempenho, engenharia de desempenho e teste de software para a analise de sistemas",2016,0,6,6.751,False,
testing,llama3.2:3b,few-shot-similar,2,A Domain-Specific Language for Modeling Performance Testing,2016,0,6,7.753,False,
testing,llama3.2:3b,few-shot-similar,2,An extended global software engineering taxonomy,2016,0,6,8.968,False,
testing,llama3.2:3b,few-shot-similar,2,A Specialized Global Software Engineering Taxonomy for Effort Estimation,2016,0,6,8.793,False,
testing,llama3.2:3b,few-shot-similar,2,Effectivity and economical aspects for agile quality assurance in large enterprises,2016,0,6,7.879,False,
testing,llama3.2:3b,few-shot-similar,2,Defect dection strategies and implications: A researcher's perspective,2016,0,6,6.646,False,
testing,llama3.2:3b,few-shot-similar,2,Comparing White-Box and Black-Box Test Prioritization,2016,0,6,8.679,False,
testing,llama3.2:3b,few-shot-similar,2,How do bugs surface? A comprehensive study on the characteristics of software bugs manifestation,2016,0,6,7.873,False,
testing,llama3.2:3b,few-shot-similar,2,On Adaptive Sampling-Based Testing for Software Reliability Assessment,2016,0,6,7.33,False,
testing,llama3.2:3b,few-shot-similar,2,Exploring Organizations' Software Quality Assurance Strategies,2016,0,6,8.829,False,
testing,llama3.2:3b,few-shot-similar,2,Cost-Benefit Analysis of Using Dependency Knowledge at Integration Testing,2016,0,6,8.077,False,
testing,llama3.2:3b,few-shot-similar,2,SEON: A Software Engineering Ontology Network,2016,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,2,Comparing white-box and black-box test prioritization,2016,0,6,7.663,False,
testing,llama3.2:3b,few-shot-similar,2,Cost-Benefit Analysis of Using Dependency Knowledge at Integration Testing,2016,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,2,A Specialized Global Software Engineering Taxonomy for Effort Estimation,2016,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,2,Effectivity and economical aspects for agile quality assurance in large enterprises,2016,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,2,An extended global software engineering taxonomy,2016,0,6,6.704,False,
testing,llama3.2:3b,few-shot-similar,2,Testing Security Requirements with Non-experts: Approaches and Empirical Investigations,2016,0,6,7.613,False,
testing,llama3.2:3b,few-shot-similar,2,What Influences Usability Defect Reporting? A Survey of Software Development Practitioners,2016,0,6,6.715,False,
testing,llama3.2:3b,few-shot-similar,2,Testing Security Requirements with Non-experts: Approaches and Empirical Investigations,2016,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,3,An EFL On-line Writing: Exploring Its Gains,2015,0,4,8.118,False,
testing,llama3.2:3b,few-shot-similar,3,Patients' contribution to the development of a web-based plan for integrated care a participatory design study,2015,0,4,8.096,False,
testing,llama3.2:3b,few-shot-similar,3,A Framework for a Knowledge Management System in a Cloud Computing Environment Using a Knowledge Engineering Approach ,2015,0,6,8.32,False,
testing,llama3.2:3b,few-shot-similar,3,Customer Knowledge Transfer in MNCs,2015,0,6,9.593,False,
testing,llama3.2:3b,few-shot-similar,3,Managing Knowledge in Open Source Software Test Process,2015,1,6,7.328,False,
testing,llama3.2:3b,few-shot-similar,3,Toward a learned project-specific fault taxonomy: application of software analytics,2015,0,6,7.172,False,
testing,llama3.2:3b,few-shot-similar,3,"Systematic literature reviews pertaining to the trends, techniques, problems, and challenges in software testing (2006-2",2015,0,4,7.089,False,
testing,llama3.2:3b,few-shot-similar,3,MiSFIT: Mining Software Fault Information and Types,2015,0,6,8.531,False,
testing,llama3.2:3b,few-shot-similar,3,The Role of Knowledge Management in Facilitating Learning in Software Organisations,2015,0,6,8.536,False,
testing,llama3.2:3b,few-shot-similar,3,Unit testing tool competition: round three,2015,0,6,11.826,False,
testing,llama3.2:3b,few-shot-similar,3,Unit Testing Tool Competition,2015,0,6,5.923,False,
testing,llama3.2:3b,few-shot-similar,3,Using the Findings of a Mapping Study to Conduct a Research Project: A Case in Knowledge Management in Software Testing,2015,1,6,5.934,False,
testing,llama3.2:3b,few-shot-similar,3,Advanced management of data integrity: property-based testing for business rules,2015,0,6,6.746,False,
testing,llama3.2:3b,few-shot-similar,3,A Schema Support for Selection of Test Case Prioritization Techniques,2015,0,6,6.956,False,
testing,llama3.2:3b,few-shot-similar,3,A Generic Model-Based Methodology of Testing Techniques to Obtain High Quality Software,2015,0,6,6.917,False,
testing,llama3.2:3b,few-shot-similar,3,A Survey on Knowledge Management in Software Engineering,2015,0,6,8.362,False,
testing,llama3.2:3b,few-shot-similar,3,Managing technical debt in software architecture,2015,0,6,17.679,False,
testing,llama3.2:3b,few-shot-similar,3,Evaluation of Test Process Improvement approaches: An industrial case study,2015,0,6,8.345,False,
testing,llama3.2:3b,few-shot-similar,3,"Old theories, New technologies: Understanding knowledge sharing and learning in Brazilian software development companies",2015,0,6,8.418,False,
testing,llama3.2:3b,few-shot-similar,3,Towards developing lessons learned and experience based factory in software development,2015,0,6,6.327,False,
testing,llama3.2:3b,few-shot-similar,3,A Framework for a Knowledge Management System in a Cloud Computing Environment Using a Knowledge Engineering Approach,2015,0,6,6.512,False,
testing,llama3.2:3b,few-shot-similar,3,Towards developing lessons learned and experience based factory in software development,2015,0,6,4.936,False,
testing,llama3.2:3b,few-shot-similar,3,"Old theories, New technologies: Understanding knowledge sharing and learning in Brazilian software development companies",2015,0,6,9.463,False,
testing,llama3.2:3b,few-shot-similar,3,Unit Testing Tool Competition,2015,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,3,Unit Testing Tool Competition -- Round Three,2015,0,6,5.232,False,
testing,llama3.2:3b,few-shot-similar,3,A Generic Model-Based Methodology of Testing Techniques to Obtain High Quality Software,2015,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,3,Towards developing collaborative experience based factory model for software development process in cloud computing envi,2015,0,6,7.183,False,
testing,llama3.2:3b,few-shot-similar,3,Toward a learned project-specific fault taxonomy: application of software analytics,2015,0,6,4.685,False,
testing,llama3.2:3b,few-shot-similar,3,Relacionando Conceitos de areas de Estudo de Desempenho da Ciencia da Computacao,2015,0,6,6.044,False,
testing,llama3.2:3b,few-shot-similar,3,The Effect of Applying Design of Experiments Techniques to Software Performance Testing,2015,0,6,7.357,False,
testing,llama3.2:3b,few-shot-similar,3,A systematic review of state-based test tools,2015,0,6,6.868,False,
testing,llama3.2:3b,few-shot-similar,3,POU-Oriented Unit Testing of IEC 61131-3 Control Software,2015,0,6,8.834,False,
testing,llama3.2:3b,few-shot-similar,3,Mapping software testing practice with software testing research SERP-test taxonomy,2015,0,6,6.99,False,
testing,llama3.2:3b,few-shot-similar,3,Supporting Effort Estimation in Agile Software Development,2015,0,6,10.878,False,
testing,llama3.2:3b,few-shot-similar,3,Coordinating requirements engineering and software testing,2015,0,6,8.485,False,
testing,llama3.2:3b,few-shot-similar,3,AN EVALUATION OF DISPERSION RELATION OF PROPAGATION OF ELECTROMAGNETIC WAVE WITH TM MODES IN CARBON NANOTUBE WITH AND WI,2015,0,4,9.454,False,
testing,llama3.2:3b,few-shot-similar,3,Manual test case derivation from UML activity diagrams and state machines: A controlled experiment,2015,0,6,9.791,False,
testing,llama3.2:3b,few-shot-similar,3,RELAI Testing: A Technique to Assess and Improve Software Reliability,2015,0,6,8.51,False,
testing,llama3.2:3b,few-shot-similar,3,Does the failing test execute a single or multiple faults?: an approach to classifying failing tests,2015,0,6,6.239,False,
testing,llama3.2:3b,few-shot-similar,3,Estimating the Cost and Benefit of Model-Based Testing: A Decision Support Procedure for the Application of Model-Based ,2015,0,6,4.916,False,
testing,llama3.2:3b,few-shot-similar,3,Mutual knowledge transfer between industry and academia to improve testing with defect taxonomies,2015,1,6,5.098,False,
testing,llama3.2:3b,few-shot-similar,3,Requirements-based testing with defect taxonomies,2015,0,6,2.867,False,
testing,llama3.2:3b,few-shot-similar,3,RETURN ON INVESMENT (ROI) OF SOFTWARE PRODUCT: A SYSTEMATIC LITERATURE REVIEW,2015,0,6,5.19,False,
testing,llama3.2:3b,few-shot-similar,3,Does the failing test execute a single or multiple faults?: an approach to classifying failing tests,2015,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,3,Estimating the Cost and Benefit of Model-Based Testing: A Decision Support Procedure for the Application of Model-Based ,2015,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,3,POU-Oriented Unit Testing of IEC 61131-3 Control Software,2015,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,3,Mapping software testing practice with software testing research SERP-test taxonomy,2015,0,6,0.0,True,
testing,llama3.2:3b,few-shot-similar,3,Test Better by Exploring: Harnessing Human Skills and Knowledge,2015,0,6,5.608,False,
testing,llama3.2:3b,few-shot-similar,3,An Empirical Investigation of Personality Traits of Software Testers,2015,0,6,5.13,False,
testing,llama3.2:3b,few-shot-similar,3,An experiment on the effectiveness and efficiency of exploratory testing,2015,0,6,5.879,False,
testing,llama3.2:3b,few-shot-similar,3,An enhanced graph-based infrastructure for software search engines,2015,0,4,4.832,False,
testing,gemma2:2b,zero-shot,1,Implementing Modularization in Professional Services The Influence of Varied Knowledge Environments,2017,0,2,16.29,False,
testing,gemma2:2b,zero-shot,1,Principles and Good Practices for Using Wikis within Organizations,2017,0,6,3.318,False,
testing,gemma2:2b,zero-shot,1,Knowledge management in small software development organisations : a South African perspective,2017,0,6,3.29,False,
testing,gemma2:2b,zero-shot,1,KNOWLEDGE MAPPING PROCESS MODEL FOR RISK MITIGATION IN SOFTWARE MANAGEMENT,2017,0,2,3.484,False,
testing,gemma2:2b,zero-shot,1,An Ontology-Based Knowledge Sharing Portal for Software Testing,2017,1,6,2.794,False,
testing,gemma2:2b,zero-shot,1,An Ontology-based Knowledge Management System for Software Testing,2017,1,6,2.731,False,
testing,gemma2:2b,zero-shot,1,ROoST: Reference Ontology on Software Testing,2017,1,6,2.859,False,
testing,gemma2:2b,zero-shot,1,Software component and the semantic Web: An in-depth content analysis and integration history,2017,0,2,3.032,False,
testing,gemma2:2b,zero-shot,1,Modeling and automatic code generation for wireless sensor network applications using model-driven or business process a,2017,0,2,2.755,False,
testing,gemma2:2b,zero-shot,1,H-Switch Cover: a new test criterion to generate test case from finite state machines,2017,0,2,2.768,False,
testing,gemma2:2b,zero-shot,1,Software test maturity assessment and test process improvement: A multivocal literature review,2017,0,6,3.426,False,
testing,gemma2:2b,zero-shot,1,Modeling and automatic code generation for wireless sensor network applications using model-driven or business process a,2017,0,2,2.777,False,
testing,gemma2:2b,zero-shot,1,Analyzing the Use of Concept Maps in Computer Science: A Systematic Mapping Study,2017,0,2,2.85,False,
testing,gemma2:2b,zero-shot,1,Knowledge Management Systems Based on Topic Maps Theory,2017,0,6,3.09,False,
testing,gemma2:2b,zero-shot,1,H-Switch Cover: a new test criterion to generate test case from finite state machines,2017,0,2,0.0,True,
testing,gemma2:2b,zero-shot,1,Software test maturity assessment and test process improvement: A multivocal literature review,2017,0,2,3.821,False,
testing,gemma2:2b,zero-shot,1,Information Technology Components and Their Role in Knowledge Management for Product Design,2017,0,2,2.88,False,
testing,gemma2:2b,zero-shot,1,Principles and Good Practices for Using Wikis within Organizations,2017,0,6,3.018,False,
testing,gemma2:2b,zero-shot,1,Implementing Modularization in Professional Services The Influence of Varied Knowledge Environments,2017,0,2,3.111,False,
testing,gemma2:2b,zero-shot,1,"Tester Experience: Concept, Issues and Definition",2017,0,2,2.977,False,
testing,gemma2:2b,zero-shot,1,How to test your concurrent software: an approach for the selection of testing techniques,2017,1,6,3.484,False,
testing,gemma2:2b,zero-shot,1,Sistemas embebidos en red seguros,2017,0,2,2.877,False,
testing,gemma2:2b,zero-shot,1,SERP-test: a taxonomy for supporting industry academia communication,2017,0,6,3.138,False,
testing,gemma2:2b,zero-shot,1,Taxonomies in software engineering: A Systematic mapping study and a revised taxonomy development method,2017,0,2,3.158,False,
testing,gemma2:2b,zero-shot,1,An Effort Estimation Taxonomy for Agile Software Development,2017,0,2,3.113,False,
testing,gemma2:2b,zero-shot,1,Strategizing and Evaluating the Onboarding of Software Developers in Large-Scale Globally Distributed Legacy Projects,2017,0,2,3.404,False,
testing,gemma2:2b,zero-shot,1,Characterizing testing methods for context-aware software systems: Results from a quasi-systematic literature review,2017,0,6,3.415,False,
testing,gemma2:2b,zero-shot,1,Living in two different worlds: A comparison of industry and academic focus areas in software testing,2017,0,2,2.909,False,
testing,gemma2:2b,zero-shot,1,A Label Taxonomy to Support Collaborative Formalization of Computer-interpretable Guidelines and Classification of Model,2017,0,2,2.736,False,
testing,gemma2:2b,zero-shot,1,An Effort Estimation Taxonomy for Agile Software Development,2017,0,2,0.0,True,
testing,gemma2:2b,zero-shot,1,Taxonomies in software engineering: A Systematic mapping study and a revised taxonomy development method,2017,0,2,3.177,False,
testing,gemma2:2b,zero-shot,1,SERP-test: a taxonomy for supporting industry-academia communication,2017,0,6,2.993,False,
testing,gemma2:2b,zero-shot,1,Characterizing testing methods for context-aware software systems: Results from a quasi-systematic literature review,2017,0,6,3.367,False,
testing,gemma2:2b,zero-shot,1,"Tester Experience: Concept, Issues and Definition",2017,0,2,0.0,True,
testing,gemma2:2b,zero-shot,1,Impact of Education and Experience Level on the Effectiveness of Exploratory Testing: An Industrial Case Study,2017,0,6,3.233,False,
testing,gemma2:2b,zero-shot,1,Initial Investigations on the Influence of Requirement Smells on Test-Case Design,2017,0,2,2.828,False,
testing,gemma2:2b,zero-shot,1,Can Pairwise Testing Perform Comparably to Manually Handcrafted Testing Carried Out by Industrial Engineers?,2017,0,6,3.353,False,
testing,gemma2:2b,zero-shot,1,"Contributions for the structural testing of multithreaded programs: coverage criteria, testing tool, and experimental ev",2018,0,2,3.069,False,
testing,gemma2:2b,zero-shot,1,"Contributions for the structural testing of multithreaded programs: coverage criteria, testing tool, and experimental ev",2018,0,2,2.881,False,
testing,gemma2:2b,zero-shot,2,A method for recommending computer-security training for software developers,2016,0,2,2.691,False,
testing,gemma2:2b,zero-shot,2,Automatic Change Recommendation of Models and Meta Models Based on Change Histories,2016,0,2,2.953,False,
testing,gemma2:2b,zero-shot,2,Human Subject Evaluation of Computer-Security Training Recommender,2016,0,2,2.779,False,
testing,gemma2:2b,zero-shot,2,System Testing of Repository-Style Software: An Experience Report,2016,0,6,2.883,False,
testing,gemma2:2b,zero-shot,2,Knowledge Management in Software Development: A Literature Review,2016,0,6,2.714,False,
testing,gemma2:2b,zero-shot,2,A review on verification and validation for embedded software,2016,0,2,2.605,False,
testing,gemma2:2b,zero-shot,2,Rethinking Experiments in a Socio-Technical Perspective: The Case of Software Engineering,2016,0,2,2.226,False,
testing,gemma2:2b,zero-shot,2,Software test process improvement approaches: A systematic literature review and an industrial case study,2016,0,4,2.914,False,
testing,gemma2:2b,zero-shot,2,"Ontologies for Software Engineering: Past, Present and Future",2016,0,2,3.045,False,
testing,gemma2:2b,zero-shot,2,"An investigation of clinical knowledge management practices at the Aga Khan University Hospital, Nairobi",2016,0,2,3.553,False,
testing,gemma2:2b,zero-shot,2,Una aproximacion basada en metamodelado del area de proceso de Validacion del CMMI: Un caso de estudio,2016,0,6,3.127,False,
testing,gemma2:2b,zero-shot,2,An approach based on metamodelling for the validation CMMI process area: a case study/Una aproximacion basada en metamod,2016,0,6,3.487,False,
testing,gemma2:2b,zero-shot,2,Exploration of the relationship between tacit knowledge and software system test complexity,2016,1,6,3.103,False,
testing,gemma2:2b,zero-shot,2,Semantic-Based Test Case Generation,2016,1,6,3.076,False,
testing,gemma2:2b,zero-shot,2,A quality model for the evaluation of decision support systems based on a knowledge discovery from data process,2016,0,2,2.737,False,
testing,gemma2:2b,zero-shot,2,A quality model for the evaluation of decision support systems based on a knowledge discovery from data process,2016,0,2,3.015,False,
testing,gemma2:2b,zero-shot,2,Rethinking Experiments in a Socio-Technical Perspective: The Case of Software Engineering,2016,0,2,2.251,False,
testing,gemma2:2b,zero-shot,2,System Testing of Repository-Style Software: An Experience Report,2016,0,6,3.204,False,
testing,gemma2:2b,zero-shot,2,SEON: A Software Engineering Ontology Network,2016,0,6,3.057,False,
testing,gemma2:2b,zero-shot,2,Towards Supporting International Standard-Based Software Engineering Approaches Using Semantic Web Technologies: A Syste,2016,0,2,3.245,False,
testing,gemma2:2b,zero-shot,2,Canopus: A Domain-Specific Language for Modeling Performance Testing,2016,0,2,2.554,False,
testing,gemma2:2b,zero-shot,2,Application of Inference Rules to a Software Requirements Ontology to Generate Software Test Cases,2016,0,6,2.902,False,
testing,gemma2:2b,zero-shot,2,"Unificando conceitos de avaliacao de desempenho, engenharia de desempenho e teste de software para a analise de sistemas",2016,0,6,3.168,False,
testing,gemma2:2b,zero-shot,2,A Domain-Specific Language for Modeling Performance Testing,2016,0,2,3.858,False,
testing,gemma2:2b,zero-shot,2,An extended global software engineering taxonomy,2016,0,2,3.625,False,
testing,gemma2:2b,zero-shot,2,A Specialized Global Software Engineering Taxonomy for Effort Estimation,2016,0,2,3.273,False,
testing,gemma2:2b,zero-shot,2,Effectivity and economical aspects for agile quality assurance in large enterprises,2016,0,2,2.929,False,
testing,gemma2:2b,zero-shot,2,Defect dection strategies and implications: A researcher's perspective,2016,0,2,3.105,False,
testing,gemma2:2b,zero-shot,2,Comparing White-Box and Black-Box Test Prioritization,2016,0,6,3.4,False,
testing,gemma2:2b,zero-shot,2,How do bugs surface? A comprehensive study on the characteristics of software bugs manifestation,2016,0,2,3.274,False,
testing,gemma2:2b,zero-shot,2,On Adaptive Sampling-Based Testing for Software Reliability Assessment,2016,0,2,3.27,False,
testing,gemma2:2b,zero-shot,2,Exploring Organizations' Software Quality Assurance Strategies,2016,0,2,3.369,False,
testing,gemma2:2b,zero-shot,2,Cost-Benefit Analysis of Using Dependency Knowledge at Integration Testing,2016,0,6,3.603,False,
testing,gemma2:2b,zero-shot,2,SEON: A Software Engineering Ontology Network,2016,0,6,0.0,True,
testing,gemma2:2b,zero-shot,2,Comparing white-box and black-box test prioritization,2016,0,6,3.538,False,
testing,gemma2:2b,zero-shot,2,Cost-Benefit Analysis of Using Dependency Knowledge at Integration Testing,2016,0,6,0.0,True,
testing,gemma2:2b,zero-shot,2,A Specialized Global Software Engineering Taxonomy for Effort Estimation,2016,0,2,0.0,True,
testing,gemma2:2b,zero-shot,2,Effectivity and economical aspects for agile quality assurance in large enterprises,2016,0,2,0.0,True,
testing,gemma2:2b,zero-shot,2,An extended global software engineering taxonomy,2016,0,2,3.271,False,
testing,gemma2:2b,zero-shot,2,Testing Security Requirements with Non-experts: Approaches and Empirical Investigations,2016,0,6,2.863,False,
testing,gemma2:2b,zero-shot,2,What Influences Usability Defect Reporting? A Survey of Software Development Practitioners,2016,0,6,2.999,False,
testing,gemma2:2b,zero-shot,2,Testing Security Requirements with Non-experts: Approaches and Empirical Investigations,2016,0,6,0.0,True,
testing,gemma2:2b,zero-shot,3,An EFL On-line Writing: Exploring Its Gains,2015,0,2,3.225,False,
testing,gemma2:2b,zero-shot,3,Patients' contribution to the development of a web-based plan for integrated care a participatory design study,2015,0,2,2.988,False,
testing,gemma2:2b,zero-shot,3,A Framework for a Knowledge Management System in a Cloud Computing Environment Using a Knowledge Engineering Approach ,2015,0,6,3.215,False,
testing,gemma2:2b,zero-shot,3,Customer Knowledge Transfer in MNCs,2015,0,2,3.375,False,
testing,gemma2:2b,zero-shot,3,Managing Knowledge in Open Source Software Test Process,2015,1,6,2.931,False,
testing,gemma2:2b,zero-shot,3,Toward a learned project-specific fault taxonomy: application of software analytics,2015,0,6,2.986,False,
testing,gemma2:2b,zero-shot,3,"Systematic literature reviews pertaining to the trends, techniques, problems, and challenges in software testing (2006-2",2015,0,2,2.8,False,
testing,gemma2:2b,zero-shot,3,MiSFIT: Mining Software Fault Information and Types,2015,0,6,3.343,False,
testing,gemma2:2b,zero-shot,3,The Role of Knowledge Management in Facilitating Learning in Software Organisations,2015,0,6,3.598,False,
testing,gemma2:2b,zero-shot,3,Unit testing tool competition: round three,2015,0,1,2.337,False,
testing,gemma2:2b,zero-shot,3,Unit Testing Tool Competition,2015,0,2,2.591,False,
testing,gemma2:2b,zero-shot,3,Using the Findings of a Mapping Study to Conduct a Research Project: A Case in Knowledge Management in Software Testing,2015,1,6,2.459,False,
testing,gemma2:2b,zero-shot,3,Advanced management of data integrity: property-based testing for business rules,2015,0,2,2.88,False,
testing,gemma2:2b,zero-shot,3,A Schema Support for Selection of Test Case Prioritization Techniques,2015,0,6,3.12,False,
testing,gemma2:2b,zero-shot,3,A Generic Model-Based Methodology of Testing Techniques to Obtain High Quality Software,2015,0,2,3.009,False,
testing,gemma2:2b,zero-shot,3,A Survey on Knowledge Management in Software Engineering,2015,0,6,2.727,False,
testing,gemma2:2b,zero-shot,3,Managing technical debt in software architecture,2015,0,6,5.268,False,
testing,gemma2:2b,zero-shot,3,Evaluation of Test Process Improvement approaches: An industrial case study,2015,0,3,3.642,False,
